ticker,empresa,id,cuit,url_empresa
BOLT,B-GAMING SA,32307,30709967424,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709967424
COME,Sociedad Comercial del Plata S.A.,200,33526316989,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33526316989
GAMI,B-GAMING SA,32307,30709967424,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709967424
GARO,Garovaglio y Zorraquin S.A.,196,30509284861,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30509284861
AGRO,Agrometal Sociedad Anonima Industrial,3,30503087967,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30503087967
DOME,Domec Cia. de Artefactos Domesticos,85,30501999470,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30501999470
FERR,Ferrum S.A. de Cerámica y Metalurgia,97,30525341263,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30525341263
INTR,Cia. Introductora de Bs.As.,78,30501290323,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30501290323
LONG,Longvie,140,30500833781,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30500833781
MIRG,Mirgor,1003,30578036071,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30578036071
POLL,Polledo S.A.I.C.F.,179,30538748478,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30538748478
REGE,Garcia Reguera,103,33528807939,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33528807939
AUSO,Autopistas del Sol S.A.,3075,30677237119,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30677237119
OEST,Grupo Concesionario del Oeste S.A.,3348,30663498513,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30663498513
ALUA,Aluar Aluminio Argentino,7,30522780606,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30522780606
CARC,Carboclor S.A.(Ex. Sol Petroleo S.A.),5019,30504249227,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30504249227
CELU,Celulosa Argentina,61,30501062150,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30501062150
FIPL,Fiplasto S.A.,99,30502112259,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30502112259
HARG,Holcim (Argentina) S.A.,30277,30501111127,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30501111127
RIGO,Rigolleau S.A.,183,30500526935,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30500526935
TXAR,TERNIUM ARGENTINA S.A.,32121,30516888241,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30516888241
CVH,CABLEVISIÓN HOLDING S.A.,31827,30715591231,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715591231
GCLA,Grupo Clarín S.A.,5087,30707001735,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30707001735
CADO,Carlos Casado,58,30525406756,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30525406756
COUR,Continental Urbana S.A.,4005,30709130354,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709130354
CTIO,Consultatio S.A.,30177,30587480359,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30587480359
GCDI,GCDI S.A.,30223,30709282537,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709282537
RAGH,Raghsa S.A.,5007,30620880600,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30620880600
RICH,"LABORATORIOS RICHMOND SOCIEDAD ANONIMA, COMERCIAL,",30290,30501152826,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30501152826
ROSE,INSTITUTO ROSENBUSCH S.A. DE BIOLOGÍA E Y A,32106,30501407093,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30501407093
