cuit,empresa,guid,formulario,clase,url
30500001735,BANCO DE GALICIA Y BUENOS AIRES S A,7248651f-754e-4089-bf11-8015b96e7fe6,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/7248651f-754e-4089-bf11-8015b96e7fe6
30500001735,BANCO DE GALICIA Y BUENOS AIRES S A,ea7f26cd-70bd-4faf-ae72-eaf8b08b770c,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/ea7f26cd-70bd-4faf-ae72-eaf8b08b770c
30500001735,BANCO DE GALICIA Y BUENOS AIRES S A,a50c2fe7-877a-4f9c-aa13-ccf476850e3e,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/a50c2fe7-877a-4f9c-aa13-ccf476850e3e
30500001735,BANCO DE GALICIA Y BUENOS AIRES S A,063d3326-6422-4b98-8de9-0ab6a31a529a,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/063d3326-6422-4b98-8de9-0ab6a31a529a
30500001735,BANCO DE GALICIA Y BUENOS AIRES S A,9548c567-fe88-4dc1-b51a-35fbb4d0f437,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/9548c567-fe88-4dc1-b51a-35fbb4d0f437
30500001735,BANCO DE GALICIA Y BUENOS AIRES S A,be63b302-3e5f-4be1-8a98-9ee77115b68f,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/be63b302-3e5f-4be1-8a98-9ee77115b68f
30500001735,BANCO DE GALICIA Y BUENOS AIRES S A,a8c0af23-1a09-4289-bcd8-b0af6af74ae4,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/a8c0af23-1a09-4289-bcd8-b0af6af74ae4
30500001735,BANCO DE GALICIA Y BUENOS AIRES S A,0bd2c092-542b-486d-b885-bbbb622ff1b4,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/0bd2c092-542b-486d-b885-bbbb622ff1b4
30500001735,BANCO DE GALICIA Y BUENOS AIRES S A,a4f5e3f5-81fc-4749-b23f-1bb2f769532d,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/a4f5e3f5-81fc-4749-b23f-1bb2f769532d
30500001735,BANCO DE GALICIA Y BUENOS AIRES S A,75e94534-5eed-4e50-8234-fa864badb3b2,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/75e94534-5eed-4e50-8234-fa864badb3b2
30500001735,BANCO DE GALICIA Y BUENOS AIRES S A,c44cda25-f38f-4843-8b26-6c543bd04395,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/c44cda25-f38f-4843-8b26-6c543bd04395
30500001735,BANCO DE GALICIA Y BUENOS AIRES S A,1e35d4ad-a01e-498d-b86e-5589fbefc918,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/1e35d4ad-a01e-498d-b86e-5589fbefc918
30500001735,BANCO DE GALICIA Y BUENOS AIRES S A,dda19e57-3743-42c2-9683-0426a20b58bf,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/dda19e57-3743-42c2-9683-0426a20b58bf
30500003193,BANCO BBVA ARGENTINA S A,1c32ea7f-d052-4fe0-bfc9-e2e08ae65a98,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/1c32ea7f-d052-4fe0-bfc9-e2e08ae65a98
30500003193,BANCO BBVA ARGENTINA S A,f0ff2e73-05b6-4e4e-a993-4940f32f621e,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/f0ff2e73-05b6-4e4e-a993-4940f32f621e
30500003193,BANCO BBVA ARGENTINA S A,90bef893-40e5-4e33-a6d1-bce765b847f7,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/90bef893-40e5-4e33-a6d1-bce765b847f7
30500003193,BANCO BBVA ARGENTINA S A,e68b0b7f-622c-408e-a311-808caab73790,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/e68b0b7f-622c-408e-a311-808caab73790
30500003193,BANCO BBVA ARGENTINA S A,3c31bfb5-9cc3-41b5-84a8-8a55714243c5,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/3c31bfb5-9cc3-41b5-84a8-8a55714243c5
30500003193,BANCO BBVA ARGENTINA S A,6a161eac-fef7-47e3-bb9e-0b6c42a4b752,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/6a161eac-fef7-47e3-bb9e-0b6c42a4b752
30500003193,BANCO BBVA ARGENTINA S A,72161c78-b42b-4fef-b6f9-09f93db74a42,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/72161c78-b42b-4fef-b6f9-09f93db74a42
30500003193,BANCO BBVA ARGENTINA S A,f3ab61d1-689e-483f-854d-e6279da70813,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/f3ab61d1-689e-483f-854d-e6279da70813
30500003193,BANCO BBVA ARGENTINA S A,97c9fa74-78ed-45a1-bca3-f5874682e12c,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/97c9fa74-78ed-45a1-bca3-f5874682e12c
30500003193,BANCO BBVA ARGENTINA S A,61af2369-92ae-4f77-9040-425a707ba901,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/61af2369-92ae-4f77-9040-425a707ba901
30500003193,BANCO BBVA ARGENTINA S A,ffe8a8f2-b363-431f-9cda-4957ea8acfdd,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/ffe8a8f2-b363-431f-9cda-4957ea8acfdd
30500003193,BANCO BBVA ARGENTINA S A,2ce8549d-7ed9-4c4b-9012-56c43ee7e57c,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/2ce8549d-7ed9-4c4b-9012-56c43ee7e57c
30500003193,BANCO BBVA ARGENTINA S A,8a4489b7-3e03-43bd-af20-8f0b7b7d5c3a,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/8a4489b7-3e03-43bd-af20-8f0b7b7d5c3a
30500003193,BANCO BBVA ARGENTINA S A,d70d5d64-d0a0-4e6f-b547-badcd7c0db0c,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/d70d5d64-d0a0-4e6f-b547-badcd7c0db0c
30500003193,BANCO BBVA ARGENTINA S A,c1e9435c-d7c7-4fd8-9ed6-2ab61e2254a3,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/c1e9435c-d7c7-4fd8-9ed6-2ab61e2254a3
30500003193,BANCO BBVA ARGENTINA S A,fa65b39c-2b28-4d42-bc3f-2246b5a3beab,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/fa65b39c-2b28-4d42-bc3f-2246b5a3beab
30500003193,BANCO BBVA ARGENTINA S A,afea729b-e4a5-4d46-9bf3-9f30f1940f00,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/afea729b-e4a5-4d46-9bf3-9f30f1940f00
30500003193,BANCO BBVA ARGENTINA S A,6915d680-9ac2-466a-8826-bb614cc629d6,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/6915d680-9ac2-466a-8826-bb614cc629d6
30500003193,BANCO BBVA ARGENTINA S A,bb75f2b5-0afd-4cf1-95e0-4ecdbca65db9,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/bb75f2b5-0afd-4cf1-95e0-4ecdbca65db9
30500003193,BANCO BBVA ARGENTINA S A,d4734fe3-1999-4554-bb0c-6ddb8faa824a,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/d4734fe3-1999-4554-bb0c-6ddb8faa824a
30500003193,BANCO BBVA ARGENTINA S A,32a60bb2-9a4e-4ced-95fe-c435c7d5ce56,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/32a60bb2-9a4e-4ced-95fe-c435c7d5ce56
30500003193,BANCO BBVA ARGENTINA S A,3a1aaa4f-c5e3-4315-bdae-0b56ccafd1d6,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/3a1aaa4f-c5e3-4315-bdae-0b56ccafd1d6
30500003193,BANCO BBVA ARGENTINA S A,80a54f7b-eb06-4193-bec3-5ec5449dcb80,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/80a54f7b-eb06-4193-bec3-5ec5449dcb80
30500003193,BANCO BBVA ARGENTINA S A,036ed683-fb40-49e0-8025-271afe24c8f6,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/036ed683-fb40-49e0-8025-271afe24c8f6
30500003193,BANCO BBVA ARGENTINA S A,f47fa768-6a0f-4c6d-8309-409370e9d268,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/f47fa768-6a0f-4c6d-8309-409370e9d268
30500003193,BANCO BBVA ARGENTINA S A,80199add-ac01-46c0-b8c7-01fe2113abe1,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/80199add-ac01-46c0-b8c7-01fe2113abe1
30500003193,BANCO BBVA ARGENTINA S A,a3af14bf-87ba-4534-b1f1-d371e8db842e,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/a3af14bf-87ba-4534-b1f1-d371e8db842e
30500003193,BANCO BBVA ARGENTINA S A,34c97f27-da63-4951-9c2c-80805ddd3b53,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/34c97f27-da63-4951-9c2c-80805ddd3b53
30500003193,BANCO BBVA ARGENTINA S A,2117541e-6dbd-4ce9-8be1-660e9fc32777,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/2117541e-6dbd-4ce9-8be1-660e9fc32777
30500006613,Banco Patagonia SA,4c8c8dc0-9456-4c85-9534-5e14c80cc517,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/4c8c8dc0-9456-4c85-9534-5e14c80cc517
30500006613,Banco Patagonia SA,9f7dcb91-a495-48d8-b0ab-dba3d7f4d99c,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/9f7dcb91-a495-48d8-b0ab-dba3d7f4d99c
30500006613,Banco Patagonia SA,4c3336e1-8722-42c1-b656-66aa0dc2552e,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/4c3336e1-8722-42c1-b656-66aa0dc2552e
30500006613,Banco Patagonia SA,214cd49b-b612-4ec2-a638-1c6b8cb564ef,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/214cd49b-b612-4ec2-a638-1c6b8cb564ef
30500006613,Banco Patagonia SA,d1bea367-081e-4257-801e-3cd04eb17584,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/d1bea367-081e-4257-801e-3cd04eb17584
30500006613,Banco Patagonia SA,5c48c6b3-7f1f-473c-9c12-dbda9270b6ea,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/5c48c6b3-7f1f-473c-9c12-dbda9270b6ea
30500006613,Banco Patagonia SA,609136c7-2175-4390-9b30-09b70593b429,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/609136c7-2175-4390-9b30-09b70593b429
30500006613,Banco Patagonia SA,1eab8fb5-1cac-4f85-a2c9-e2ae8296f303,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/1eab8fb5-1cac-4f85-a2c9-e2ae8296f303
30500006613,Banco Patagonia SA,c231170b-6911-4848-943a-938d495a6bd8,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/c231170b-6911-4848-943a-938d495a6bd8
30500006613,Banco Patagonia SA,b4e53ec1-ed9d-4145-bb8a-643cbb7d49ad,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/b4e53ec1-ed9d-4145-bb8a-643cbb7d49ad
30500006613,Banco Patagonia SA,793ab73d-98f9-4f04-89b0-0bdf3c5c98e6,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/793ab73d-98f9-4f04-89b0-0bdf3c5c98e6
30500006613,Banco Patagonia SA,5acbb5b8-ff95-474e-9c24-9896860cded8,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/5acbb5b8-ff95-474e-9c24-9896860cded8
30500006613,Banco Patagonia SA,37efeffd-0827-4771-8525-ddbae326a471,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/37efeffd-0827-4771-8525-ddbae326a471
30500006613,Banco Patagonia SA,2fff78e0-011d-4c9e-a8b1-213bf1b89434,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/2fff78e0-011d-4c9e-a8b1-213bf1b89434
30500006613,Banco Patagonia SA,f37d47c2-48c4-44ed-90f2-3abab93fa60c,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/f37d47c2-48c4-44ed-90f2-3abab93fa60c
30500006613,Banco Patagonia SA,1b82e6ff-d3d5-4be3-8df3-5234d15b3a32,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/1b82e6ff-d3d5-4be3-8df3-5234d15b3a32
30500006613,Banco Patagonia SA,a50a56e9-cdeb-4f5c-b5a0-75df06ee5b80,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/a50a56e9-cdeb-4f5c-b5a0-75df06ee5b80
30500006613,Banco Patagonia SA,3ccaee1a-62c5-417f-82e7-51e57cc47650,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/3ccaee1a-62c5-417f-82e7-51e57cc47650
30500006613,Banco Patagonia SA,4e964b62-ebe8-4a99-a256-08ddef3baa0a,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/4e964b62-ebe8-4a99-a256-08ddef3baa0a
30500006613,Banco Patagonia SA,b323380d-ec63-490c-a821-cfee04117767,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/b323380d-ec63-490c-a821-cfee04117767
30500006613,Banco Patagonia SA,5ba9d64c-cdc6-47de-bcb3-1a18cdd1ab3d,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/5ba9d64c-cdc6-47de-bcb3-1a18cdd1ab3d
30500006613,Banco Patagonia SA,4b647867-bec4-4990-ac84-1a22fe7633cb,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/4b647867-bec4-4990-ac84-1a22fe7633cb
30500006613,Banco Patagonia SA,cc2d3d10-d3e2-4c5b-bbcd-a9ae5837abd8,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/cc2d3d10-d3e2-4c5b-bbcd-a9ae5837abd8
30500011072,Banco Hipotecario S A,9e53884f-69ea-45df-be1d-06e12f30731a,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/9e53884f-69ea-45df-be1d-06e12f30731a
30500011072,Banco Hipotecario S A,73c00a51-78eb-443e-91bb-93209ecd6ae3,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/73c00a51-78eb-443e-91bb-93209ecd6ae3
30500011072,Banco Hipotecario S A,e594a1e2-3cca-4d4e-8d0c-6bc0a6007039,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/e594a1e2-3cca-4d4e-8d0c-6bc0a6007039
30500011072,Banco Hipotecario S A,9c229fca-39b6-445f-ab41-79830de68aab,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/9c229fca-39b6-445f-ab41-79830de68aab
30500011072,Banco Hipotecario S A,aabc737e-04dc-4f40-90fa-ea9c721fd196,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/aabc737e-04dc-4f40-90fa-ea9c721fd196
30500011072,Banco Hipotecario S A,0811980a-4562-4d5e-b476-8624646b4c7c,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/0811980a-4562-4d5e-b476-8624646b4c7c
30500011072,Banco Hipotecario S A,7a04c490-8512-487a-8a4e-2c0a9cb34bf5,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/7a04c490-8512-487a-8a4e-2c0a9cb34bf5
30500011072,Banco Hipotecario S A,0c1d3e33-1a93-4a5d-b3b3-31d09b1cd362,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/0c1d3e33-1a93-4a5d-b3b3-31d09b1cd362
30500011072,Banco Hipotecario S A,74641ec9-1672-4c5a-be4e-52bf67946a0d,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/74641ec9-1672-4c5a-be4e-52bf67946a0d
30500011072,Banco Hipotecario S A,f72ae47a-fcae-4d3e-bbc8-6a9c8f8443d5,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/f72ae47a-fcae-4d3e-bbc8-6a9c8f8443d5
30500011072,Banco Hipotecario S A,4eb1c59a-5e1d-48d7-a88c-d2bb7e1848a0,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/4eb1c59a-5e1d-48d7-a88c-d2bb7e1848a0
30500011072,Banco Hipotecario S A,49f9b3ab-9d33-4e50-acec-c4eca7f26415,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/49f9b3ab-9d33-4e50-acec-c4eca7f26415
30500011072,Banco Hipotecario S A,823410b9-fddb-43fb-a72e-7f7533f563c6,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/823410b9-fddb-43fb-a72e-7f7533f563c6
30500011072,Banco Hipotecario S A,5b7f98ce-f7cc-40be-a0cb-c9582d75b82d,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/5b7f98ce-f7cc-40be-a0cb-c9582d75b82d
30500011072,Banco Hipotecario S A,20bc4f25-c581-444a-b75d-43922e736611,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/20bc4f25-c581-444a-b75d-43922e736611
30500011072,Banco Hipotecario S A,51574770-9d6a-447e-a588-7a9ed093c11f,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/51574770-9d6a-447e-a588-7a9ed093c11f
30500011072,Banco Hipotecario S A,30502cba-c3db-4b06-a0a3-817ea1c5925a,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/30502cba-c3db-4b06-a0a3-817ea1c5925a
30500011072,Banco Hipotecario S A,b0080b36-a127-4001-9441-e96335895f01,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/b0080b36-a127-4001-9441-e96335895f01
30500011072,Banco Hipotecario S A,81526567-7bf3-4062-a07f-1cb18f48db3e,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/81526567-7bf3-4062-a07f-1cb18f48db3e
30500011072,Banco Hipotecario S A,500eb447-1dc4-43dc-a521-d79417af8eb4,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/500eb447-1dc4-43dc-a521-d79417af8eb4
30500011072,Banco Hipotecario S A,43029101-970b-4278-83d8-acd73e0e641e,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/43029101-970b-4278-83d8-acd73e0e641e
30500011072,Banco Hipotecario S A,388ac7a3-d440-4431-9c83-882d85fd9fa6,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/388ac7a3-d440-4431-9c83-882d85fd9fa6
30500011072,Banco Hipotecario S A,b61cb573-0c50-4372-9497-b176abbf22e9,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/b61cb573-0c50-4372-9497-b176abbf22e9
30500011072,Banco Hipotecario S A,1aaeacc2-1dee-443e-9801-ae55136c1423,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/1aaeacc2-1dee-443e-9801-ae55136c1423
30500011072,Banco Hipotecario S A,9d48fdc7-8362-4d37-a67b-6ac7c4dd88d6,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/9d48fdc7-8362-4d37-a67b-6ac7c4dd88d6
30500011072,Banco Hipotecario S A,807e6dff-7814-4b2b-8e6d-da2dcbc4ea9d,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/807e6dff-7814-4b2b-8e6d-da2dcbc4ea9d
30500011072,Banco Hipotecario S A,4ece5693-9601-4a32-a980-92e2c478b967,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/4ece5693-9601-4a32-a980-92e2c478b967
30500011072,Banco Hipotecario S A,56afd411-8bf0-4eb3-a050-0be22d43834c,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/56afd411-8bf0-4eb3-a050-0be22d43834c
30500011072,Banco Hipotecario S A,6616331f-3a3c-4067-ab38-ceb558f8d69e,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/6616331f-3a3c-4067-ab38-ceb558f8d69e
30500011072,Banco Hipotecario S A,473e6754-de23-48cf-bd75-e0c60a9c77f2,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/473e6754-de23-48cf-bd75-e0c60a9c77f2
30500011072,Banco Hipotecario S A,0c2b8ff7-88eb-44f2-b57b-dee6cf5b4294,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/0c2b8ff7-88eb-44f2-b57b-dee6cf5b4294
30500011072,Banco Hipotecario S A,5d71b88c-77ca-4fd0-80a8-ca183db72567,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/5d71b88c-77ca-4fd0-80a8-ca183db72567
30500011072,Banco Hipotecario S A,075f4fc9-b95f-49ec-8797-c399ef9a20fc,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/075f4fc9-b95f-49ec-8797-c399ef9a20fc
30500011072,Banco Hipotecario S A,8eb8ee93-f696-4be7-8cf7-dade3343bd33,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/8eb8ee93-f696-4be7-8cf7-dade3343bd33
30500011072,Banco Hipotecario S A,43580eaa-bf8a-4100-bf1a-371c26c1da23,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/43580eaa-bf8a-4100-bf1a-371c26c1da23
30500011072,Banco Hipotecario S A,d44e3032-cb23-4323-8df9-1d63b9624eab,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/d44e3032-cb23-4323-8df9-1d63b9624eab
30500011072,Banco Hipotecario S A,a0dc4935-7f0d-414e-b3bf-c5a1b7936f96,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/a0dc4935-7f0d-414e-b3bf-c5a1b7936f96
30500011072,Banco Hipotecario S A,2ce869ee-ac78-4b8a-b039-d77a3da32265,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/2ce869ee-ac78-4b8a-b039-d77a3da32265
30500011072,Banco Hipotecario S A,d97bc708-7e1d-48f5-95ca-65c8e26c15f9,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/d97bc708-7e1d-48f5-95ca-65c8e26c15f9
30500011072,Banco Hipotecario S A,2c1dc38b-26f9-4980-bae0-c4bb370ed879,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/2c1dc38b-26f9-4980-bae0-c4bb370ed879
30500179151,Boldt,56dbd3b2-1c2f-49bf-add7-4219092edcc8,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/56dbd3b2-1c2f-49bf-add7-4219092edcc8
30500179151,Boldt,66e53f98-b1f5-4ecd-9492-46ff55798eb4,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/66e53f98-b1f5-4ecd-9492-46ff55798eb4
30500179151,Boldt,db066b79-a9e9-41a7-bbd9-893317ab968e,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/db066b79-a9e9-41a7-bbd9-893317ab968e
30500179151,Boldt,1eff31af-b257-44d0-a017-347ca1a513ba,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/1eff31af-b257-44d0-a017-347ca1a513ba
30500179151,Boldt,598cf1ba-165c-49ca-abd5-8e0e940b6ae3,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/598cf1ba-165c-49ca-abd5-8e0e940b6ae3
30500179151,Boldt,421f55c7-c04d-4c2a-8e44-5fef076a8c1b,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/421f55c7-c04d-4c2a-8e44-5fef076a8c1b
30500179151,Boldt,3109eee3-6d56-4ddd-aa4c-2a76ca187ea9,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/3109eee3-6d56-4ddd-aa4c-2a76ca187ea9
30500179151,Boldt,90c56c43-0bf0-4c16-b710-0d1c175dd9a3,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/90c56c43-0bf0-4c16-b710-0d1c175dd9a3
30500179151,Boldt,4238aca4-651e-4e00-ad57-e4965b2e666f,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/4238aca4-651e-4e00-ad57-e4965b2e666f
30500179151,Boldt,bc516ca6-39a7-4289-b83c-6192752314aa,Estados Contables,eeff,https://aif2.cnv.gov.ar/presentations/publicview/bc516ca6-39a7-4289-b83c-6192752314aa
