cuit,ticker,period_ref,grupo,ROE,ROA,MargenNeto,DeudaEBITDA,EPS,FCF_CE,Payout,CAGR_EPS_5y,CAGR_flag,PER,PriceBook,PriceSales,Precio,MarketCapUSD,Currency,Max52w,Min52w,flag_cnv_fallback,flag_no_significativo,dato_desactualizado,payout_source,provenance,es_financiera,sector,adr_ratio,fuente_fund,payout_status,ev_ebitda,margen_operativo
0000007084,ADM,2026-07-09,sp500,,0.01944314543688622,0.013414573612627817,,2.23,0.6296636889122438,0.9195189639222942,-0.06674814496374759,edgar,35.212699463789136,,0.4723633490563394,78.9800033569336,38064928120.35606,USD,0.08090654745569159,0.5121578412625793,0,0,0,edgar,EDGAR(10-K),0,Consumer Staples,,edgar,calculado,,
0000008670,ADP,2026-07-09,sp500,0.7120782604420994,0.06739015138592089,0.21135261588743684,,9.98,,0.5911496686303387,,edgar,22.19437754809534,15.804133756042917,4.690839752783346,241.27999877929688,96447887073.00311,USD,0.309598858525197,0.28231289372516377,0,0,0,edgar,EDGAR(10-K),0,Industrials,,edgar,calculado,,
0000769397,ADSK,2026-07-09,sp500,0.503961419221495,0.12261146496815287,0.19488477421073663,1.199616122840691,5.23,0.5050897649454007,0.0,-0.007842641302646225,edgar,30.102991688447368,15.170746414122805,5.866614738270748,208.5800018310547,44040676840.1985,USD,0.577763896101825,0.12442049504611696,0,0,0,edgar,EDGAR(10-K),0,Information Technology,,edgar,calculado,22.332378522168188,0.25123218329559077
0001002910,AEE,2026-07-09,sp500,0.11864209505334626,0.030674477390362317,0.1722234737553503,,5.35,-0.040069928988040904,0.513407455853499,0.08857197050516641,edgar,20.230560622160368,2.4001960963168343,3.4841774263666596,111.7699966430664,30932527191.283203,USD,0.058602516314597564,0.1845061034347315,0,0,0,edgar,EDGAR(10-K),0,Utilities,,edgar,calculado,,0.23969362469024555
0000004904,AEP,2026-07-09,sp500,,,,5.682928507534577,6.66,0.0886393611595793,,0.08545142209229772,edgar,,2.463387892991172,3.2465457349640063,133.85000610351562,72828461854.15356,USD,0.05028013015056776,0.29148983878597523,0,0,0,edgar,EDGAR(10-K),0,Utilities,,edgar,falta_dato,14.035007896299636,0.2404892879113433
0000874761,AES,2026-07-09,sp500,0.34254563894523327,0.025577917037429714,0.10819252022102988,,1.26,-0.375,0.37083641746854185,0.7826024579660034,edgar,7.775583113273358,2.6634920857079885,0.8412599332131262,14.729999542236328,10504812786.032307,USD,0.19823490611260586,0.2123456793999592,0,0,0,edgar,EDGAR(10-K),0,Utilities,,edgar,calculado,,
0000004977,AFL,2026-07-09,sp500,0.16469209044565622,0.03986928104575163,0.25596289752650175,,6.82,,0.25798101811906815,0.004457829074957731,edgar,13.393241447724535,2.2057609318691607,3.428172888231611,121.98999786376953,62091067351.65094,USD,0.006639931159707402,0.25827748018285357,0,0,0,edgar,EDGAR(10-K),0,Financials,,edgar,calculado,32.60016652596592,0.25242932862190814
30503087967,AGRO,2026-03-31,byma_only,-0.026513260647411892,-0.01464292955580409,-0.11844700712173185,,-0.82,-0.0721262837440415,,,ratio_negativo,,,,10.0,1443084660.0,USD,0.5890000343322754,0.45137883799419165,0,1,0,,ROE; ROA; Margen; D/EBITDA; EPS; Payout(sin_dato); FCF/CE; Precio=USD,0,RealEstate_Agro,,cnv,falta_dato,,-0.12065780806336536
0000005272,AIG,2026-07-09,sp500,0.07964709907620118,0.020174195105947024,0.12232565122738533,,5.43,0.06555708555349339,0.30162626572568274,,edgar,12.870394129156857,1.0250895563547142,1.5743793434022293,79.11000061035156,41944614466.922195,USD,0.10340033171615759,0.110315798040022,0,0,0,edgar,EDGAR(10-K),0,Financials,,edgar,calculado,,
0001267238,AIZ,2026-07-09,sp500,0.1801577866637847,0.02796315193536212,0.07600072946111061,,16.93,0.2615367988760402,0.17146570685862828,0.19387898337223985,edgar,13.830934668295894,2.4917505773315956,1.0511611239194518,279.20001220703125,13833700855.229553,USD,0.017621714523808896,0.5224385906333717,0,0,0,edgar,EDGAR(10-K),0,Financials,,edgar,calculado,,
0000354190,AJG,2026-07-09,sp500,0.06992500287449208,0.020582112616697106,0.10763661621895997,,5.74,,0.4225614296351452,0.06446777983654006,edgar,40.45768212247173,2.829003538709123,4.354728003725167,253.75999450683594,65201600508.57544,USD,0.24806903495793708,0.3303276251996641,0,0,0,edgar,EDGAR(10-K),0,Financials,,edgar,calculado,,
0001086222,AKAM,2026-07-09,sp500,0.09168046048059143,0.03736804630564003,,,3.07,0.22929163525005725,,-0.018474256180982418,edgar,43.27029621069413,3.9670406817280286,,129.52000427246094,18830324234.67366,USD,0.2774088286794538,0.8561193255693837,0,0,0,edgar,EDGAR(10-K),0,Information Technology,,edgar,no_paga,20.662934909531167,
0000915913,ALB,2026-07-09,sp500,-0.023430944914968815,-0.015382529156360897,-0.04238447212463621,3.7532280260874766,-5.76,0.048834546037097,,,edgar,,1.52378036068324,2.756381633597164,128.4199981689453,15145167665.475204,USD,0.7209157697484105,0.9772133056646877,0,0,0,edgar,EDGAR(10-K),0,Materials,,edgar,falta_dato,33.95958967166319,-0.027907304339564985
0001097149,ALGN,2026-07-09,sp500,0.1082352194743432,0.06808365877843385,0.10495950841217651,,5.65,0.14694683635834455,,-0.24086097409967155,edgar,29.682342440550865,3.2126748485656345,3.1154440710821025,178.1699981689453,12760201556.453293,USD,0.16916427961720548,0.46040982105692874,0,0,0,edgar,EDGAR(10-K),0,Health Care,,edgar,no_paga,18.611889831798162,0.13589811389209747
0000899051,ALL,2026-07-09,sp500,0.45261078603108346,0.09795760332978415,0.17813242585149763,,38.06,0.3359944059204009,0.0867094861660079,0.17066960671916953,edgar,5.270515470856615,2.3854921500533983,0.9388497063115372,248.63999938964844,64005139878.08273,USD,0.036317624116201985,0.3219906261644583,0,0,0,edgar,EDGAR(10-K),0,Financials,,edgar,calculado,,
0001579241,ALLE,2026-07-09,sp500,0.5697093048980134,0.12119500762410346,,2.0551563606922376,7.44,0.21782804714071027,0.2781919850885368,0.17023921536797504,edgar,18.029446061949432,10.271543183649435,,135.07000732421875,11607357374.683044,USD,0.3556673627093154,0.08056005859375004,0,0,0,edgar,EDGAR(10-K),0,Industrials,,edgar,calculado,13.802304801824759,
30522780606,ALUA,2026-03-31,byma_only,0.07250645934663912,0.04403222384347146,0.07956345114401245,2.9915680856025952,53.36,0.05703772045645708,0.6907224483352987,-0.10193731676636353,vintage_mixto(2021-12-31..2026-03-31),18.150299850074962,1.3160139782087705,1.4441004953706158,968.5,2711800000000.0,ARS,0.20805369127516782,0.6141666666666667,0,0,0,facts(yfinance),ROE; ROA; Margen; D/EBITDA; EPS; CAGR(vintage_mixto(2021-12-31..2026-03-31)); Payout(facts); FCF/CE; Precio=ARS; PER; P/B; P/S,0,Materiales,,cnv,calculado,12.557857494168864,0.1078452699076737
0000006951,AMAT,2026-07-09,sp500,0.3969209237228831,0.21118999156034354,,0.6231270730870411,8.66,0.19875013949336012,0.171955806299953,0.1717807657942223,edgar,54.93325537631022,21.80415846707009,,588.6599731445312,467372136741.64734,USD,0.256531812344829,2.81083685176818,0,0,0,edgar,EDGAR(10-K),0,Information Technology,,edgar,calculado,54.07985093693782,
0001748790,AMCR,2026-07-09,sp500,0.08747258418268611,0.01804055132776329,0.045172896262242655,,0.32,0.0984389111082441,1.7536873156342183,-0.03479997812017066,edgar,29.118232029117653,2.5470470024179805,1.3153548747912431,42.70000076293945,19742161315.741768,USD,0.19297418539910804,0.17793105552936428,0,0,0,edgar,EDGAR(10-K),0,Materials,,edgar,calculado,17.85133644787244,0.08927976547404891
0000002488,AMD,2026-07-09,sp500,0.08188453773407552,0.06289395042816605,0.13373738452501735,,2.65,0.14016102006620623,,0.05166090787593225,edgar,177.9760298627624,14.573484933058317,23.802048741992227,546.719970703125,891481933582.5769,USD,0.06952372659213668,2.861016575828743,0,0,0,edgar,EDGAR(10-K),0,Information Technology,,edgar,no_paga,,0.11651625994553319
0001037868,AME,2026-07-09,sp500,0.146270594870288,0.09367164667784826,0.2010825286255548,0.9544205678848965,6.4,0.1338070631356763,0.1909263415722953,0.11164911034441638,edgar,34.95488351430622,5.112871605259194,7.028816364868414,232.99000549316406,53402008695.02969,USD,0.05030259214722843,0.33572215373665837,0,0,0,edgar,EDGAR(10-K),0,Industrials,,edgar,calculado,23.276399531268485,0.259348829667123
0000318154,AMGN,2026-07-09,sp500,1.0131843865688122,0.08432067802473407,0.306074399623293,3.7068675633729953,14.23,0.13221780487992432,0.6670512820512821,0.029412338611158884,edgar,25.160092302126372,25.4918126851446,7.700860145839966,363.6199951171875,196248719956.5857,USD,0.07609596226636794,0.3478889792250366,0,0,0,edgar,EDGAR(10-K),0,Health Care,,edgar,calculado,16.397550436923545,0.4146915711819181
0000820027,AMP,2026-07-09,sp500,0.6693589963911325,0.021117062803608606,0.20164630358252225,,36.28,1.1928166351606806,0.1540436456996149,0.24354495388496344,edgar,11.543755035340938,7.726916285040892,2.327755532338629,500.1600036621094,44962925862.652954,USD,0.10000797474294565,0.18417503478990938,0,0,0,edgar,EDGAR(10-K),0,Financials,,edgar,calculado,,
0001053507,AMT,2026-07-09,sp500,0.7026383654036897,0.03920954667223324,0.22916454853826032,,5.4,0.08887003452705011,1.2973299991933531,0.07337360126949077,edgar,31.004418966282167,21.784894262759657,7.105113675099129,165.0,76872356385.0,USD,0.4201818292791193,0.03086344193900059,0,0,0,edgar,EDGAR(10-K),0,Real Estate,,edgar,calculado,,0.44650762988363385
0001018724,AMZN,2026-07-09,sp500,0.24284650185014062,0.09905632588939921,0.12224142944844744,0.7868036263080566,7.17,-0.004978626346238086,,0.2796010091361265,edgar,29.267563634084844,7.107525446213893,3.5777088151039287,247.0399932861328,2657436242847.6357,USD,0.1275906943373053,0.26040812901088173,0,0,0,edgar,EDGAR(10-K),0,Consumer Discretionary,,edgar,no_paga,17.836843359452562,0.11500371579049404
0001596532,ANET,2026-07-09,sp500,0.31521379976446867,0.17179599658301203,0.3831656350734817,,2.75,,,0.06576275663547415,edgar,62.506654099815655,19.702959949366196,23.950401814474315,184.69000244140625,232556006578.36414,USD,-0.0185175056783613,0.7987300095086933,0,0,0,edgar,EDGAR(10-K),0,Information Technology,,edgar,no_paga,57.2098099165402,0.4279240774879247
0000315293,AON,2026-07-09,sp500,0.46822663024112127,0.07664936125532287,0.225437492851424,3.186167989970748,17.02,0.1477522393104614,0.16336884830035514,0.15032502900053735,edgar,19.264185556826966,9.020004687612769,4.342869693755684,355.55999755859375,75939419465.0119,USD,0.07154911299383149,0.1673397085706012,0,0,0,edgar,EDGAR(10-K),0,Financials,,edgar,calculado,19.053159102593376,0.26295321971863206
0000091142,AOS,2026-07-09,sp500,0.2826680953656576,0.14453606552886064,0.1384086675935885,0.19504215427205235,3.85,0.3203067029433589,0.37282031842304775,0.12674327257276952,edgar,15.418205935505945,4.358234905744943,2.1340133402169355,59.02000045776367,8134645451.572937,USD,0.3871569317450352,0.08973413264482843,0,0,0,edgar,EDGAR(10-K),0,Industrials,,edgar,calculado,10.431163271137457,0.18531441013667724
0001841666,APA,2026-07-09,sp500,0.2578203834510595,0.08479451297085015,,1.5871425969768713,3.99,,0.2328767123287671,,edgar,7.67581486004022,1.9789815305149105,,33.290000915527344,11767024180.441658,USD,0.3715830156710831,0.8639417568794838,0,0,0,edgar,EDGAR(10-K),0,Energy,,edgar,calculado,3.730108209878284,
0000002969,APD,2026-07-09,sp500,0.13885145931414378,0.050601877309717685,0.16907228074679675,,-1.77,,0.7562758031604423,,edgar,31.2627923467162,4.340884339576589,5.28567160457281,295.8500061035156,65880082312.23505,USD,0.06428929735095879,0.2913011449319889,0,0,0,edgar,EDGAR(10-K),0,Materials,,edgar,calculado,23.96101095255314,0.1840996798754804
0000820313,APH,2026-07-09,sp500,0.3678639097124969,0.10598379448328896,0.172387834989461,,3.34,0.3815553175714639,0.20365020714365692,0.11249502901731945,edgar,44.69672894741454,16.44231346195565,7.705172334355563,162.24000549316406,199593243114.67963,USD,0.10034515673128985,0.7043807262535802,0,0,0,edgar,EDGAR(10-K),0,Information Technology,,edgar,calculado,29.25620173490661,0.2577073633984203
0001858681,APO,2026-07-09,sp500,0.06032641653703166,0.0024469018030928496,0.03624841571609633,,5.54,,1.0795454545454546,,edgar,60.3932313344841,3.6433072295014006,2.1891589558507545,119.83999633789062,69089856646.64981,USD,0.3124165853263514,0.20369625629371413,0,0,0,edgar,EDGAR(10-K),0,Financials,,edgar,calculado,,
0001751008,APP,2026-07-09,sp500,2.6968863222480217,0.5141536942578887,0.7230705398581974,0.6919507686925883,9.75,0.8883197566493037,,,edgar,44.11693890617595,,31.899658831779757,520.4299926757812,174833002453.53546,USD,0.43268065992511784,0.566050737860144,0,1,0,edgar,EDGAR(10-K),0,Information Technology,,edgar,no_paga,35.128693757083106,0.8992210325765772
0001521332,APTV,2026-07-09,sp500,0.04012311751126745,0.014482402888545014,0.0176678445229682,3.621864647420729,0.75,0.05522388059701493,0.0,-0.35387371804465395,edgar,34.70576678187101,1.392503558907653,0.6131760915524914,59.86000061035156,12667604875.38292,USD,0.4856331339528446,0.15828173871656404,0,0,0,edgar,EDGAR(10-K),0,Consumer Discretionary,,edgar,calculado,9.61694504277469,0.053923229585168694
0001035443,ARE,2026-07-09,sp500,-0.06379627852732599,-0.030993815537074716,,,-8.44,,,,edgar,,0.5092851377454104,,48.5099983215332,8453812182.294464,USD,0.8190064093364542,0.23090582363244172,0,0,0,edgar,EDGAR(10-K),0,Real Estate,,edgar,falta_dato,,
0001176948,ARES,2026-07-09,sp500,0.14689024477972984,0.021932821605882995,0.12332367849241115,,,,,,edgar,44.05491030874866,6.4712365590011345,5.433013594928129,121.66000366210938,27436561096.992798,USD,0.6049645621344746,0.2699373672919425,0,0,0,edgar,EDGAR(10-K),0,Financials,,edgar,falta_dato,,
0000731802,ATO,2026-07-09,sp500,0.09599611218680044,0.04431134779824264,0.27578703858301606,,7.46,-0.14200879500075142,0.44897461934967237,0.0881430528023206,edgar,21.66438849963159,2.0796970688690632,5.974757547025346,174.72000122070312,29164231503.59955,USD,0.1018200158072391,0.1483405075886779,0,0,0,edgar,EDGAR(10-K),0,Utilities,,edgar,calculado,18.114834014852697,0.35874483558586845
30677237119,AUSO,2025-09-30,byma_only,0.18776080657189864,0.11293622543757373,0.3818408104196816,,0.0,0.020981230466192637,1.1502083389584297,,division_por_cero,,,,3455.0,305367037860.0,ARS,0.27351664254703323,1.1003039513677813,0,1,0,facts(yfinance),ROE; ROA; Margen; EPS; Payout(facts); FCF/CE; Precio=ARS,0,Infra_Utilities,,cnv,calculado,,
0000915912,AVB,2026-07-09,sp500,0.10170286552214029,0.052816128818098,0.3812765813063354,3.1660339819831154,7.4,,,0.04670255670459733,edgar,22.99991712324391,2.3391574782056472,8.769329771079484,189.4600067138672,26879083145.25023,USD,0.08202255217694643,0.18338538095600265,0,0,0,edgar,EDGAR(10-K),0,Real Estate,,edgar,no_paga,12.257712257255319,0.6615905261907838
0001730168,AVGO,2026-07-09,sp500,,0.032903917212739595,0.07811568276684555,1.9462952412366188,4.77,0.5047529542268169,1.995080576759966,-0.055019310653515285,edgar,323.7172050091033,,25.287390492661018,401.1099853515625,1908312923528.6638,USD,0.23407548572032022,0.48790713454553103,0,0,0,edgar,EDGAR(10-K),0,Information Technology,,edgar,calculado,59.168788375323516,0.43392301066719674
0000008818,AVY,2026-07-09,sp500,0.3085663162603444,0.07682712226850512,0.07659593368644303,,8.79,0.16062195234152177,0.4222963177732676,0.05866238632710008,edgar,17.63891867524255,5.442776158435389,1.35106944514944,159.07000732421875,12167326102.182312,USD,0.2544161947476846,0.04362950554495115,0,0,0,edgar,EDGAR(10-K),0,Materials,,edgar,calculado,,
0001410636,AWK,2026-07-09,sp500,0.10217421538176255,0.03125,0.21233140655105973,3.4314143567874913,5.69,-0.0588997871976127,0.5862068965517241,0.07792141918822937,edgar,23.134185673773917,2.3637172697138618,4.912114183525791,130.5500030517578,25493872612.498856,USD,0.1326694114175011,0.0827735206286313,0,0,0,edgar,EDGAR(10-K),0,Utilities,,edgar,calculado,12.491070580134632,0.36589595375722545
0001069183,AXON,2026-07-09,sp500,0.0676483251302224,0.029148493196897232,0.06904823199412184,24.718145339787803,1.51,0.004084405890321757,,,edgar,227.73369717653455,15.405803189705821,15.72460915552445,582.0,46910408814.0,USD,0.522199283350784,0.7167634678467649,0,1,0,edgar,EDGAR(10-K),0,Industrials,,edgar,no_paga,,-0.008058331053938526
0000004962,AXP,2026-07-09,sp500,0.34418761599460096,0.036323139976820525,0.2659082829719161,,15.38,0.15680607782284328,0.2090017825311943,0.32471665663802773,edgar,21.08522505792139,7.257273345395586,5.606735991228298,346.7200012207031,236576225149.87802,USD,0.11758764671819422,0.20246932657375782,0,0,0,edgar,EDGAR(10-K),0,Financials,,edgar,calculado,,
0000866787,AZO,2026-07-09,sp500,,0.11847720142741151,0.12399049493798359,2.114565834542101,144.87,0.28973255891411004,,0.15030678105577788,edgar,19.83180974186512,,2.4589559054097805,3010.389892578125,49145683684.749756,USD,0.45765499482302374,0.02809996282164917,0,1,0,edgar,EDGAR(10-K),0,Consumer Discretionary,,edgar,no_paga,13.640329570753591,0.1802448894881185
0000012927,BA,2026-07-09,sp500,1.7039819684447783,0.013763221613355423,0.024602967977089298,7.421302149178255,2.48,-0.021555919077298986,0.5105820105820106,,edgar,77.54767793234197,,1.907903036867044,223.11000061035156,175878133550.55157,USD,0.14002064187038799,0.2621485275661666,0,1,0,edgar,EDGAR(10-K),0,Industrials,,edgar,calculado,35.21493893023887,0.04629870693395817
0000070858,BAC,2026-07-09,sp500,0.1066131644403036,0.009066165244068822,0.2732429333724128,,3.81,,,0.1529664601415619,edgar,13.265387767667287,1.4142649674387042,3.624673465959932,59.25,420472996071.75,USD,0.026666697570543185,0.3240223463687151,0,0,0,edgar,EDGAR(10-K),0,Financials,,edgar,no_paga,,
0000009389,BALL,2026-07-09,sp500,0.16953427619133413,0.047597369752149725,,4.331641285956007,3.3,0.045047428290691964,0.230605738575983,0.13396657763302722,edgar,17.259338120085015,2.9260493957301144,,61.0,16241037171.0,USD,0.1195082117299564,0.3606959069482798,0,0,0,edgar,EDGAR(10-K),0,Materials,,edgar,calculado,13.49184273604061,
0000010456,BAX,2026-07-09,sp500,-0.16732703444071928,-0.05532601027914945,-0.09699646643109541,14.065573770491802,-1.87,0.046125,,,edgar,,1.7677374957083969,1.0247255695087014,22.459999084472656,11599893446.838501,USD,0.36776494058685194,0.4278448657398706,0,0,0,edgar,EDGAR(10-K),0,Health Care,,edgar,falta_dato,31.35304537531818,-0.026501766784452298
30500003193,BBAR,2025-12-31,adr,0.12993191760694542,0.024783845854532905,,,588.2152,,0.2483713195582272,,edgar,16.15002066653255,2.098403154594373,,19.489999771118164,3980573099.8239307,USD,0.15289890083284297,1.5115978345694638,0,0,0,,ROE; ROA; Margen; EPS; CAGR(); Payout(sin_dato); FCF/CE; Precio=USD; PER; P/B; P/S,1,Financiero,3,edgar,calculado,11.316388225940472,
0000764478,BBY,2026-07-09,sp500,0.3910366062264796,0.07676292813969107,0.027415989062387566,0.4949022939677145,5.04,0.39261252446183953,0.7007874015748031,-0.05924857043676224,edgar,14.750010462373442,5.767794033011579,0.4043861255065324,79.98999786376953,16859261958.492844,USD,0.0625078151460321,0.4517241393634259,0,0,0,edgar,EDGAR(10-K),0,Consumer Discretionary,,edgar,calculado,7.65686574277521,0.036938427958072485
0000010795,BDX,2026-07-09,sp500,0.0461376432940414,0.02240714510544539,0.05529126213592233,3.2521008403361344,5.82,0.05800522935546924,1.0500438981562774,0.16517387565501185,edgar,36.492778836448906,1.6836908127644226,2.017731800714335,150.85000610351562,41565275094.7153,USD,0.24196220432999604,0.1823353623733519,0,0,0,edgar,EDGAR(10-K),0,Health Care,,edgar,calculado,12.443890998389055,0.10393203883495146
0000038777,BEN,2026-07-09,sp500,0.05995962369941724,0.021507015579100435,0.08124300918081442,2.331160769708256,0.91,0.05688767410720448,0.941793893129771,-0.10560604841265264,edgar,23.856842659133964,1.430447308497877,1.938201687181266,33.68000030517578,17501379774.740677,USD,0.036817038376896205,0.595452360558453,0,0,0,edgar,EDGAR(10-K),0,Financials,,edgar,calculado,20.437285096979803,0.09344717986201093
0000014693,BF-A,2026-07-09,sp500,0.1784600024959441,0.0905751203445655,0.1820264765784114,2.2268984446477584,1.53,0.13865383122428382,0.5972027972027972,-0.04036359234531672,edgar,16.48702547260134,2.9422746069911283,3.0010751560361397,25.690000534057617,11788223212.909956,USD,0.23121831464480658,0.11647111162614765,0,0,0,edgar,EDGAR(10-K),0,Consumer Staples,,edgar,calculado,13.012098090494012,0.25483706720977595
0001996862,BG,2026-07-09,sp500,0.051309018517822935,0.014355977803934756,0.008479521273293853,,4.91,-0.04715774081520746,0.7379209370424598,,edgar,32.275752209643734,1.6560371678012746,0.2736829274732351,113.62000274658203,22044338759.18667,USD,0.18702686020877368,0.5868715805580433,0,0,0,edgar,EDGAR(10-K),0,Consumer Staples,,edgar,calculado,,
30500011072,BHIP,2025-12-31,byma_only,0.04167331144976662,0.006649880760785342,,,17.01,,0.7433089521152044,0.008987852883862057,,20.840681951793062,0.8685002298026022,,354.5,531750000000.0,ARS,0.7066290550070522,0.9694444444444446,0,0,0,facts(yfinance),ROE; ROA; Margen; EPS; CAGR(); Payout(facts); FCF/CE; Precio=ARS; PER; P/B; P/S,1,Financiero,,cnv,calculado,,
0000875045,BIIB,2026-07-09,sp500,0.09730718898617953,0.04653174191316381,0.1380542194135287,1.9180442871957544,8.79,0.11884446820668902,,-0.1873427038832538,edgar,21.40571432548529,2.0829298892541677,2.9551491821938605,198.91000366210938,29366499483.13327,USD,0.10462016578082167,0.6432052758979334,0,0,0,edgar,EDGAR(10-K),0,Health Care,,edgar,no_paga,10.875068469204315,0.2493106848873951
0001075531,BKNG,2026-07-09,sp500,,,,1.944778908034046,165.57,0.7981092065735996,,,edgar,,,4.912293365021774,175.52000427246094,136006666397.35785,USD,0.3206472049301745,0.16904226046348536,0,1,0,edgar,EDGAR(10-K),0,Consumer Discretionary,,edgar,falta_dato,16.062141000348543,0.32629031675515585
0001701605,BKR,2026-07-09,sp500,0.1714159973594455,0.06122288588494184,0.11171261606854767,,2.98,0.12608647816041368,0.2917201540436457,,edgar,18.211274141620137,3.121703720172095,2.03442907630188,57.20000076293945,56746330225.288345,USD,0.2309441035484887,0.4907480415749321,0,0,0,edgar,EDGAR(10-K),0,Energy,,edgar,calculado,20.62340484677002,0.11045782095866347
0001316835,BLDR,2026-07-09,sp500,0.06957932201690542,0.025787717946962132,0.019667793033287834,,3.89,0.2056815279326075,,0.07898049260230922,edgar,27.506126490282412,1.9138576325050922,0.5409848029583104,74.54000091552734,8017513255.514008,USD,1.0261604095021681,0.14500772139278761,0,0,0,edgar,EDGAR(10-K),0,Industrials,,edgar,no_paga,12.47322362280977,0.04172347250739007
0002012383,BLK,2026-07-09,sp500,0.11945685802681334,0.03674289373050512,0.4889010473659528,1.5073303381414045,35.31,0.056396000675769074,0.5106314948041567,,edgar,25.26709786095921,3.0183281219262033,12.353110608120984,1019.6799926757812,158045697120.29987,USD,0.1963948985651458,0.11150108066801168,0,0,0,edgar,EDGAR(10-K),0,Financials,,edgar,calculado,20.19327230081578,0.6378771299046428
